DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
LCS_2000,LCS_2000_500,NCC(=O)c1ncc(Oc2cccc(C(N)N)c2C(N)=O)c(N)n1,-6.118,-6.1038103,-12.694969,-6.1038103,2.4654334,No_8_492,No_8_492_out,3.082
LCS_2000,LCS_2000_501,CCc1c(-c2cc(O)nc(CN(C(=O)CN)c3cccc(N)c3)c2)c(=O)c1=O,-7.199,-6.0753202,-9.2917347,-6.0753202,2.3084123,No_8_493,No_8_493_out,3.07
LCS_2000,LCS_2000_502,NCc1cccc(Nc2cccc(NC(=O)c3cc(CN)co3)c2N)c1,-6.785,-6.5931082,-14.051888,-6.5931082,2.0565059,No_8_516,No_8_516_out,2.571
LCS_2000,LCS_2000_503,NC(=O)CCN[C@@H](N)c1cccc(Oc2cnc(CO)nc2N)c1C(N)=O,-6.51,-6.6505079,-11.805727,-6.6505079,1.3901978,No_8_517,No_8_517_out,3.537
LCS_2000,LCS_2000_504,NCCc1ncc(Oc2cccc([C@H](N)NCCCC(N)=O)c2C(N)=O)c(N)n1,-6.562,-6.843359,-12.398099,-6.843359,2.4140918,No_8_533,No_8_533_out,3.515
LCS_2000,LCS_2000_505,COCCc1c(-c2cc(O)nc(CN(C(=O)CN)c3cc(C(N)=O)ccc3N)c2)c(=O)c1=O,-6.488,-7.7524471,-10.528259,-7.7524471,1.4327661,No_8_536,No_8_536_out,3.281
LCS_2000,LCS_2000_506,CCc1c(-c2cc(O)nc(CN(C(=O)CN)c3cccc(CNC(N)=O)c3)c2)c(=O)c1=O,-7.529,-7.1887183,-11.265968,-7.1887183,1.8496296,No_8_538,No_8_538_out,3.079
LCS_2000,LCS_2000_507,NC(=O)c1c(Oc2cnc(CO)nc2N)cccc1[C@H](N)NCCCCCCCO,-6.451,-6.7213058,-12.196754,-6.7213058,1.7238461,No_8_540,No_8_540_out,3.475
LCS_2000,LCS_2000_508,CCCCCNc1cc(O)ccc1Nc1cccc([C@@H](O)c2nc(CN)c[nH]2)c1,-6.516,-6.4101295,-12.272672,-6.4101295,1.6892545,No_8_543,No_8_543_out,3.315
LCS_2000,LCS_2000_509,CCc1c(-c2cc(O)nc(CN(C(=O)CN)c3ccc(CCN)cc3)c2)c(=O)c1=O,-7.367,-6.6620789,-11.195367,-6.6620789,1.3751941,No_8_548,No_8_548_out,3.018
LCS_2000,LCS_2000_510,CCCCCCCCc1ccc(CO)c(OC(=O)CNc2nn[nH]n2)c1,-6.41,-6.6324496,-9.7200041,-6.6324496,1.9277484,No_8_551,No_8_551_out,2.579
LCS_2000,LCS_2000_511,NCCOCCN[C@@H](N)c1cccc(Oc2cnc(CCN)nc2N)c1C(N)=O,-6.107,-6.6777759,-13.923876,-6.6777759,2.4089057,No_8_563,No_8_563_out,3.592
LCS_2000,LCS_2000_512,NC(=O)c1c(Oc2cnc(CO)nc2N)cccc1[C@H](N)NCCOCCO,-5.948,-6.9798675,-13.291742,-6.9798675,1.9368792,No_8_569,No_8_569_out,3.57
LCS_2000,LCS_2000_513,NCC(=O)N(CCNCC(=O)O)Cc1cc(-c2cc(=O)c2=O)cc(O)n1,-6.083,-6.3422556,-12.112717,-6.3422556,2.1635399,No_8_580,No_8_580_out,3.156
LCS_2000,LCS_2000_514,CCCCCCN[C@H](O)c1ccc(CO)c(OC(=O)CNc2nn[nH]n2)c1,-6.476,-6.6341081,-12.620999,-6.6341081,1.1813954,No_8_594,No_8_594_out,3.348
LCS_2000,LCS_2000_515,CCNCCN[C@H](O)c1ccc(CO)c(OC(=O)CNc2nn[nH]n2)c1,-6.318,-6.7488627,-12.534291,-6.7488627,3.68032,No_8_604,No_8_604_out,3.488
LCS_2000,LCS_2000_516,NC(=O)c1ccc(C(N)=O)c(NC(=O)NC(=O)n2nc(CCO)nc2C(=O)O)c1,-7.375,-6.5998259,-10.792399,-6.5998259,2.0043397,No_8_608,No_8_608_out,2.943
LCS_2000,LCS_2000_517,CNCc1c(-c2cc(O)nc(CN(C(=O)CN)c3cc(C(N)=O)ccc3N)c2)c(=O)c1=O,-6.599,-6.9802785,-12.696852,-6.9802785,1.8316417,No_8_615,No_8_615_out,3.296
LCS_2000,LCS_2000_518,COCCOCc1ncc(Oc2cccc([C@H](O)CN)c2C(N)=O)c(N)n1,-5.696,-6.4472861,-12.205099,-6.4472861,1.3831891,No_8_619,No_8_619_out,3.32
