DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
UNPDA_1000,UNPDA_1000_92,[NH]CCc1ncc([C@@](O)(CN)c2cc(O)ccc2C(=O)O)o1,-6.12,-5.8109307,-13.113029,-5.8109307,0.88096809,No_8_567,No_8_567_out,3.813
UNPDA_1000,UNPDA_1000_93,NCC(=O)Cc1cc(C(=O)O)ccc1-c1noc(=O)[nH]1,-6.511,-5.957262,-10.352107,-5.957262,1.2110029,No_8_672,No_8_672_out,3.042
UNPDA_1000,UNPDA_1000_94,[NH][C@@H](Cn1ncc2c(=O)[nH]c(CN)nc21)c1ccccc1CN,-6.918,-6.1185608,-11.683276,-6.1185608,1.5030497,No_8_678,No_8_678_out,3.657
UNPDA_1000,UNPDA_1000_95,CCCNCNCCNC(=O)NC(=N)Nc1cccc2ccccc12,-6.96,-6.4174805,-11.684124,-6.4174805,1.2330331,No_8_70,No_8_70_out,2.654
UNPDA_1000,UNPDA_1000_96,N[C@H](Cc1cc(C(=O)O)cc(C(=O)O)c1)c1cnccn1,-6.816,-5.6712122,-10.969717,-5.6712122,1.3953396,No_8_796,No_8_796_out,2.8
UNPDA_1000,UNPDA_1000_97,NCc1nnc(CCOC(=O)c2cccc3ccccc23)o1,-7.177,-5.9105973,-9.3554516,-5.9105973,1.6091415,No_8_86,No_8_86_out,2.232
UNPDA_1000,UNPDA_1000_98,N=C(NC(=O)NCCCN)Nc1cccc2ccccc12,-7.363,-5.9918594,-11.454976,-5.9918594,1.2078261,No_8_91,No_8_91_out,2.342
UNPDA_1000,UNPDA_1000_99,CCCCc1cc(CCNCN)cc([C@H](O)C(=O)O)n1,-6.03,-5.6547208,-12.77136,-5.6547208,1.6057352,No_9_104,No_9_104_out,3.341
UNPDA_1000,UNPDA_1000_100,CN(Cc1cc(CC(=O)[C@H](O)c2cocn2)cc(C(=O)O)c1)C(N)=O,-6.861,-6.0731707,-9.5336609,-6.0731707,4.2146783,No_9_115,No_9_115_out,3.487
UNPDA_1000,UNPDA_1000_101,NCNCCc1cc(CN)nc([C@H](O)C(=O)O)c1,-5.961,-5.6927142,-12.909317,-5.6927142,2.163892,No_9_117,No_9_117_out,3.53
UNPDA_1000,UNPDA_1000_102,NCOC[C@H](N)c1nn(CCc2ccccc2CN)c2nc[nH]c(=O)c12,-6.727,-6.3482118,-14.979899,-6.3482118,2.0296643,No_9_154,No_9_154_out,3.62
UNPDA_1000,UNPDA_1000_103,CC[C@H](N)c1cc(Nc2ccc(CCCNC(N)=O)cc2)cc(C(=O)CN)c1,-7.083,-6.9888616,-11.514508,-6.9888616,2.1286461,No_9_215,No_9_215_out,2.905
UNPDA_1000,UNPDA_1000_104,CCCNCc1cc(CCNCN)cc([C@H](O)C(=O)O)n1,-6.04,-5.9399109,-14.539957,-5.9399109,1.9412309,No_9_253,No_9_253_out,3.375
UNPDA_1000,UNPDA_1000_105,N=C(N)Nc1cc(Nc2ccc(CCCNC(N)=O)cc2)ccc1CCO,-7.739,-6.8616533,-12.425501,-6.8616533,1.4047906,No_9_261,No_9_261_out,2.444
UNPDA_1000,UNPDA_1000_106,N=C(NC(=O)NCCNCC(=O)Oc1ccnc(N)c1)Nc1cccc2ccccc12,-7.762,-6.5069904,-9.5306816,-6.5069904,1.6617935,No_9_278,No_9_278_out,2.758
UNPDA_1000,UNPDA_1000_107,CCCCOc1cc(CC(=O)[C@H](O)c2cocn2)cc(C(=O)O)c1,-6.142,-6.2461123,-11.308451,-6.2461123,1.4726175,No_9_282,No_9_282_out,3.231
UNPDA_1000,UNPDA_1000_108,NCNCCc1cc(C(=O)c2ccc(O)cc2)nc([C@H](O)C(=O)O)c1,-6.865,-6.0379248,-13.193954,-6.0379248,1.4252099,No_9_283,No_9_283_out,3.264
UNPDA_1000,UNPDA_1000_109,CNCCCCNCNCCNC(=O)NC(=N)Nc1cccc2ccccc12,-7.053,-6.9971704,-13.172372,-6.9971704,2.428987,No_9_31,No_9_31_out,2.762
UNPDA_1000,UNPDA_1000_110,NCC(=O)c1nnn(C[C@H](CN)c2ccc(C(=O)O)cc2)c1CO,-6.894,-6.3436503,-11.38243,-6.3436503,1.355607,No_9_314,No_9_314_out,3.35
UNPDA_1000,UNPDA_1000_111,NCCc1cc(Nc2ccc(CCCNC(N)=O)cc2)ccc1CCO,-7.193,-6.8304315,-12.348577,-6.8304315,2.0564232,No_9_317,No_9_317_out,2.29
