DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
CRAFT_100,CRAFT_100_1,NCOC(=O)c1n[nH]c(CNCC(=O)O)c1C(=O)c1cc(CN)ccc1C(=O)O,-5.813,-5.8391299,-12.569828,-5.8391299,1.9306334,No_10_118,No_10_118_out,3.03
CRAFT_100,CRAFT_100_2,NCOC(=O)c1n[nH]c(CNCC(=O)O)c1C(=O)c1cc(CO)ccc1C(=O)O,-5.724,-5.7127147,-12.215954,-5.7127147,1.918913,No_10_125,No_10_125_out,3.016
CRAFT_100,CRAFT_100_3,NCC[C@H](NCc1[nH]nc(C(=O)OCN)c1C(=O)c1ccccc1C(=O)O)C(=O)O,-5.709,-5.9439526,-12.911469,-5.9439526,4.705471,No_10_155,No_10_155_out,3.383
CRAFT_100,CRAFT_100_4,NCOC(=O)c1cc(CN[C@H](CN)c2cccc(CNCO)c2)[nH]n1,-6.333,-6.2048979,-14.079658,-6.2048979,1.7417051,No_10_223,No_10_223_out,3.42
CRAFT_100,CRAFT_100_5,CCNCCc1cc(CN)cc([C@@H](CN)NCc2cc(C(=O)OCN)n[nH]2)c1,-6.191,-6.5849442,-13.53599,-6.5849442,1.3844839,No_11_449,No_11_449_out,3.501
CRAFT_100,CRAFT_100_6,NCCc1ccc([C@](CN)(CC(=O)O)NCc2cc(C(=O)OCN)n[nH]2)cc1,-6.193,-6.0094085,-14.057425,-6.0094085,3.1680267,No_11_522,No_11_522_out,3.579
CRAFT_100,CRAFT_100_7,NCOC(=O)c1n[nH]c(CN[C@@H](CO)C(=O)O)c1C(=O)c1cc(CO)ccc1C(=O)O,-6.346,-6.1374793,-12.265179,-6.1374793,2.3092134,No_11_545,No_11_545_out,3.499
CRAFT_100,CRAFT_100_8,NCCNCc1ccc(C(=O)O)c(C(=O)c2c(C(=O)OCN)n[nH]c2CNCC(=O)O)c1,-5.784,-6.2394238,-13.845294,-6.2394238,1.5397303,No_11_598,No_11_598_out,3.084
CRAFT_100,CRAFT_100_9,COc1cc([C@@H](CN)NCc2cc(C(=O)OCN)n[nH]2)ccc1CCCN,-6.246,-6.3120766,-12.861279,-6.3120766,2.1681495,No_11_71,No_11_71_out,3.319
CRAFT_100,CRAFT_100_10,NCOC(=O)c1n[nH]c(CN[C@@H](CO)C(=O)O)c1C(=O)c1ccc(CO)cc1C(=O)O,-5.518,-5.8710551,-13.890208,-5.8710551,3.4619908,No_12_536,No_12_536_out,3.484
CRAFT_100,CRAFT_100_11,N=C(N)NC[C]1C=CC=C(C[C@H](O)CO)N1,-5.882,-5.6989918,-11.531476,-5.6989918,1.0095701,No_2_448,No_2_448_out,4.287
CRAFT_100,CRAFT_100_12,CCO[C@@H](c1cc(N)ccc1O)c1cnc(C(=O)O)cc1CNC(=O)CO,-6.378,-5.6197629,-10.995137,-5.6197629,1.6970766,No_3_463,No_3_463_out,3.368
CRAFT_100,CRAFT_100_13,CC(=O)OC[C@H](N)c1cc(CCN)nc(C(=O)O)c1,-6.258,-5.2988605,-11.618695,-5.2988605,2.8388946,No_4_397,No_4_397_out,3.146
CRAFT_100,CRAFT_100_14,NCCN(Cc1ccc(C(=O)O)c(O)c1)Cc1cc([C@H](O)CNCO)on1,-6.003,-6.8203702,-15.604668,-6.8203702,1.9685228,No_4_81,No_4_81_out,3.39
CRAFT_100,CRAFT_100_15,[NH]C[C@@H](O)c1cc(CN(CCN)Cc2ccc(C(=O)O)c(O)c2)no1,-6.157,-5.9242043,-15.795782,-5.9242043,1.3011913,No_5_444,No_5_444_out,3.482
