DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
CRAFT_1000,CRAFT_1000_11,NCNCc1cnccc1NC(=O)CNc1ccc([C@@H](O)CO)c(CO)c1,-6.683,-6.9506164,-12.500349,-6.9506164,1.6270411,No_10_185,No_10_185_out,3.276
CRAFT_1000,CRAFT_1000_12,CC(=O)CNCCC(=O)c1nonc1-c1ccc(C(=O)O)c(OC(=O)CN)c1,-6.522,-6.3433819,-12.322295,-6.3433819,1.54027,No_10_191,No_10_191_out,2.943
CRAFT_1000,CRAFT_1000_13,CCCc1ccc([NH])c(NC(=N)NCCc2cc(CCC)c3cn[nH]c3n2)c1,-7.478,-6.4406419,-10.899422,-6.4406419,1.7391604,No_10_231,No_10_231_out,3.374
CRAFT_1000,CRAFT_1000_14,N[C@H](CCO)c1cccc(C(=O)c2cncc(Nc3cc(CO)ccc3O)c2)c1,-8.052,-6.6908932,-12.438605,-6.6908932,3.1302438,No_10_240,No_10_240_out,2.988
CRAFT_1000,CRAFT_1000_15,N=C(NCCc1cc(CO)c2cn[nH]c2n1)Nc1cccc(CO)c1O,-7.252,-6.6329937,-12.938211,-6.6329937,1.2868578,No_10_273,No_10_273_out,3.18
CRAFT_1000,CRAFT_1000_16,CCNCOCc1nn([C@H](CN)C(=O)c2ccc(O)cc2)c(=O)o1,-5.927,-5.7157993,-13.757941,-5.7157993,1.9620633,No_10_274,No_10_274_out,3.578
CRAFT_1000,CRAFT_1000_17,CNC(=O)CCNCCC(=O)c1nonc1-c1ccc(C(=O)O)c(OC(=O)CN)c1,-6.761,-6.7326508,-10.312731,-6.7326508,2.5200427,No_10_278,No_10_278_out,2.91
CRAFT_1000,CRAFT_1000_18,NCc1cc(O)cc([C@@](O)(CO)COC(=O)CCO)n1,-5.471,-5.8410797,-11.592041,-5.8410797,2.3176107,No_10_279,No_10_279_out,3.716
CRAFT_1000,CRAFT_1000_19,NCCNc1ccccc1C(=O)c1nnc([C@H](CN)C(=O)O)o1,-5.808,-6.0929685,-12.732393,-6.0929685,2.1831968,No_10_283,No_10_283_out,3.231
CRAFT_1000,CRAFT_1000_20,OCCNC[C@](O)(CO)c1cc(O)cc(CCO)n1,-5.796,-5.4862819,-11.799549,-5.4862819,1.6913445,No_10_286,No_10_286_out,3.676
